"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Rachel being called on speakerphone. Congrats!!!! #spa2014conf #PAIC2014 http://t.co/cSgtnyP8Iv",FALSE,4,NA,2014-09-20 06:05:56,FALSE,NA,"513207413596377089",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EMS_Junkie",5,FALSE,FALSE,NA,NA
"RT @paramedickiwi: If right incentives arent there, we just take pple in the most expensive taxis to where may not need to be #PAIC2014 htt…",FALSE,0,NA,2014-09-20 06:05:56,FALSE,NA,"513207411654414336",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","PAIC2014",7,TRUE,FALSE,NA,NA
"RT @CPR_UL: We do stuff TO our patients but what are we doing FOR our patients? #PAIC2014",FALSE,0,NA,2014-09-20 06:05:56,FALSE,NA,"513207409884418048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mickhels",3,TRUE,FALSE,NA,NA
"RT @paramedickiwi: 'Care Collaboration' #PAIC2014",FALSE,0,NA,2014-09-20 06:05:54,FALSE,NA,"513207401881681920",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Buck_Reed",2,TRUE,FALSE,NA,NA
"RT @EMS_Junkie: 2nd prize $250 David still from ACU Canberra. #spa2014conf #PAIC2014",FALSE,0,NA,2014-09-20 06:05:52,FALSE,NA,"513207395594420225",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Buck_Reed",7,TRUE,FALSE,NA,NA
"RT @paramedickiwi: Have to work smarter &amp; work like a business. How do paramedics do more FOR our pts, not just TO our pts? All about the o…",FALSE,0,NA,2014-09-20 06:05:51,FALSE,NA,"513207388422160384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mickhels",3,TRUE,FALSE,NA,NA
"RT @paramedickiwi: Community paramedics a integral part of the healthcare team. #PAIC2014 http://t.co/MfiOEl1APF",FALSE,0,NA,2014-09-20 06:05:49,FALSE,NA,"513207380251639808",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Buck_Reed",7,TRUE,FALSE,NA,NA
"RT @EMS_Junkie: 2nd prize $250 David still from ACU Canberra. #spa2014conf #PAIC2014",FALSE,0,NA,2014-09-20 06:05:43,FALSE,NA,"513207356214095872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mickhels",7,TRUE,FALSE,NA,NA
"Beeson: collaboration is care is critical, especially for unique populations. #PAIC2014",FALSE,2,NA,2014-09-20 06:05:41,FALSE,NA,"513207349339643904",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Buck_Reed",2,FALSE,FALSE,NA,NA
"RT @EMS_Junkie: Poster by @david_still on using phones &amp; @GoodSamApp #spa2014conf #PAIC2014 http://t.co/RQQxHbouEs",FALSE,0,NA,2014-09-20 06:05:38,FALSE,NA,"513207336542814209",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","PAIC2014",11,TRUE,FALSE,NA,NA
"Concepts that prehospital can influence... #jeffbeeson #PAIC2014 @ParaAustSA http://t.co/56da7gRo44",FALSE,2,NA,2014-09-20 06:05:36,FALSE,NA,"513207328133242881",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","paramedic_al",1,FALSE,FALSE,NA,NA
"RT @NSWPACHAIR: The PA NSW Chapter congratulates member Matthew Simpson for being awarded a $1000 scholarship to attend #PAIC2014 http://t.…",FALSE,0,NA,2014-09-20 06:05:29,FALSE,NA,"513207298961842176",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","PAIC2014",2,TRUE,FALSE,NA,NA
"RT @CPR_UL: We do stuff TO our patients but what are we doing FOR our patients? #PAIC2014",FALSE,0,NA,2014-09-20 06:05:27,FALSE,NA,"513207288954253312",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","PAIC2014",3,TRUE,FALSE,NA,NA
"RT @paramedickiwi: Have to work smarter &amp; work like a business. How do paramedics do more FOR our pts, not just TO our pts? All about the o…",FALSE,0,NA,2014-09-20 06:05:26,FALSE,NA,"513207283841372161",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","PAIC2014",3,TRUE,FALSE,NA,NA
"'Care Collaboration' #PAIC2014",FALSE,1,NA,2014-09-20 06:05:18,FALSE,NA,"513207250614116352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","paramedickiwi",2,FALSE,FALSE,"153.4284075","-28.0322238"
"2nd prize $250 David still from ACU Canberra. #spa2014conf #PAIC2014",FALSE,4,NA,2014-09-20 06:05:07,FALSE,NA,"513207207433752577",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EMS_Junkie",7,FALSE,FALSE,NA,NA
"Community paramedics a integral part of the healthcare team. #PAIC2014 http://t.co/MfiOEl1APF",FALSE,5,NA,2014-09-20 06:04:57,FALSE,NA,"513207165973037056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","paramedickiwi",7,FALSE,FALSE,"153.4283969","-28.0322474"
"RT @paramedickiwi: Patient navigation towards better health. #PAIC2014 http://t.co/KY0KSlxIYP",FALSE,0,NA,2014-09-20 06:04:57,FALSE,NA,"513207165964648448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mickhels",4,TRUE,FALSE,NA,NA
"RT @Buck_Reed: If you missed my poster on #resilience and #mindfulness...here it is #PAIC2014 http://t.co/ujDxumMkwf",FALSE,0,NA,2014-09-20 06:04:41,FALSE,NA,"513207098415411201",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","alan_eade",9,TRUE,FALSE,NA,NA
"RT @EMS_Junkie: 3rd place Tabitha broome from @WASPinfo #spa2014conf #PAIC2014 http://t.co/Mv7F47WAPt",FALSE,0,NA,2014-09-20 06:04:37,FALSE,NA,"513207080769949696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mickhels",3,TRUE,FALSE,NA,NA
"RT @EMS_Junkie: #Prehospital adrenaline for OOHCA #spa2014conf #PAIC2014  Rachel cluck from UQ http://t.co/UACwmNMxhW",FALSE,0,NA,2014-09-20 06:04:33,FALSE,NA,"513207061283225600",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","NSWPACHAIR",2,TRUE,FALSE,NA,NA
"RT @paramedickiwi: Patient navigation towards better health. #PAIC2014 http://t.co/KY0KSlxIYP",FALSE,0,NA,2014-09-20 06:04:27,FALSE,NA,"513207036801081344",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Buck_Reed",4,TRUE,FALSE,NA,NA
"3rd place Tabitha broome from @WASPinfo #spa2014conf #PAIC2014 http://t.co/Mv7F47WAPt",FALSE,4,NA,2014-09-20 06:04:13,FALSE,NA,"513206977678163968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EMS_Junkie",3,FALSE,FALSE,NA,NA
"@CritcareJNR I have had the muffins provided at the SAN before... #paramedicbribery #PAIC2014",FALSE,1,"CritcareJNR",2014-09-20 06:04:08,FALSE,"513206189287436288","513206958904459265","2365501579","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Buck_Reed",0,FALSE,FALSE,NA,NA
"Paramedics are healthcare providers, not just for emergencies. Jeff Beeson #PAIC2014 http://t.co/pUj9XoMh4D",FALSE,2,NA,2014-09-20 06:03:47,FALSE,NA,"513206871163826177",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jglash",2,FALSE,FALSE,NA,NA
"Patient navigation towards better health. #PAIC2014 http://t.co/KY0KSlxIYP",FALSE,1,NA,2014-09-20 06:03:38,FALSE,NA,"513206832228089856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","paramedickiwi",4,FALSE,FALSE,"153.4283849","-28.0322319"
"If you missed my poster on #resilience and #mindfulness...here it is #PAIC2014 http://t.co/ujDxumMkwf",FALSE,11,NA,2014-09-20 06:03:23,FALSE,NA,"513206769468702720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Buck_Reed",9,FALSE,FALSE,NA,NA
"RT @NSWPACHAIR: The PA NSW Chapter congratulates member Liz Thyer for being awarded a $1000 scholarship to attend #PAIC2014 http://t.co/xji…",FALSE,0,NA,2014-09-20 06:03:21,FALSE,NA,"513206759997964288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mickhels",2,TRUE,FALSE,NA,NA
"RT @CPR_UL: We're not Emergency Medical Services we're UNSCHEDULED Medical Services (Jeff Beeson) #PAIC2014",FALSE,0,NA,2014-09-20 06:03:10,FALSE,NA,"513206717027319808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mickhels",2,TRUE,FALSE,NA,NA
"RT @paramedickiwi: The growing burden of healthcare costs #PAIC2014 http://t.co/jxdubSpF0o",FALSE,0,NA,2014-09-20 06:03:05,FALSE,NA,"513206693367279617",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mickhels",2,TRUE,FALSE,NA,NA
"EMS is the only profession to see everyone else's dirty laundry - Beeson #PAIC2014",FALSE,3,NA,2014-09-20 06:02:56,FALSE,NA,"513206655673053184",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CritcareJNR",2,FALSE,FALSE,NA,NA
"Focus areas! #jeffbeeson @ParaAustSA #PAIC2014 http://t.co/GMkn2XEAhC",FALSE,1,NA,2014-09-20 06:02:53,FALSE,NA,"513206642846867457",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","paramedic_al",0,FALSE,FALSE,NA,NA
"RT @NSWPACHAIR: The PA NSW Chapter congratulates member Liz Thyer for being awarded a $1000 scholarship to attend #PAIC2014 http://t.co/xji…",FALSE,0,NA,2014-09-20 06:02:46,FALSE,NA,"513206614908612608",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","PAIC2014",2,TRUE,FALSE,NA,NA
"RT @CPR_UL: We're not Emergency Medical Services we're UNSCHEDULED Medical Services (Jeff Beeson) #PAIC2014",FALSE,0,NA,2014-09-20 06:02:35,FALSE,NA,"513206570369298432",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","PAIC2014",2,TRUE,FALSE,NA,NA
"RT @paramedickiwi: The growing burden of healthcare costs #PAIC2014 http://t.co/jxdubSpF0o",FALSE,0,NA,2014-09-20 06:02:34,FALSE,NA,"513206563515817984",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","PAIC2014",2,TRUE,FALSE,NA,NA
"We need to have incentives to take pts to the most APPROPRIATE place of care #PAIC2014 http://t.co/IkElttu5yB",FALSE,1,NA,2014-09-20 06:02:29,FALSE,NA,"513206542363938819",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","paramedickiwi",1,FALSE,FALSE,"153.4283928","-28.0322575"
"RT @EMS_Junkie: Adrenaline in OOHCA- Alicia Armstrong- SCUPA #spa2014conf #PAIC2014 http://t.co/kdOStdCeoo",FALSE,0,NA,2014-09-20 06:02:28,FALSE,NA,"513206538761023488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","johnboy237",4,TRUE,FALSE,NA,NA
"RT @EMS_Junkie: Ectopic pregnancy. Tabitha Broome- @WASPinfo #spa2014conf #PAIC2014 http://t.co/rnHnNSX4VG",FALSE,0,NA,2014-09-20 06:02:28,FALSE,NA,"513206538077351938",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mickhels",1,TRUE,FALSE,NA,NA
"RT @paramedickiwi: Have to work smarter &amp; work like a business. How do paramedics do more FOR our pts, not just TO our pts? All about the o…",FALSE,0,NA,2014-09-20 06:02:21,FALSE,NA,"513206510235553792",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","alan_eade",3,TRUE,FALSE,NA,NA
"RT @EMS_Junkie: Hyperkalemia POSTER. #spa2014conf #PAIC2014 http://t.co/BAIzl01TBf",FALSE,0,NA,2014-09-20 06:02:21,FALSE,NA,"513206509153427456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","johnboy237",2,TRUE,FALSE,NA,NA
"RT @paramedickiwi: The future: Outcomes will matter more than processes. #PAIC2014 Amen! (ME) http://t.co/GIBQsrDy7B",FALSE,0,NA,2014-09-20 06:02:09,FALSE,NA,"513206459497459712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UpshawCrystal",4,TRUE,FALSE,NA,NA
"Focused are of care #PAIC2014 http://t.co/da1doKl4UL",FALSE,1,NA,2014-09-20 06:02:03,FALSE,NA,"513206435648253954",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Buck_Reed",0,FALSE,FALSE,NA,NA
"RT @Buck_Reed: Beeson: new alignments required for unscheduled care. Incentives needed for alternate pathways. #PAIC2014",FALSE,0,NA,2014-09-20 06:01:49,FALSE,NA,"513206374063292416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mickhels",1,TRUE,FALSE,NA,NA
"RT @EMS_Junkie: Hyperkalemia POSTER. #spa2014conf #PAIC2014 http://t.co/BAIzl01TBf",FALSE,0,NA,2014-09-20 06:01:43,FALSE,NA,"513206348595462144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mickhels",2,TRUE,FALSE,NA,NA
"Ectopic pregnancy. Tabitha Broome- @WASPinfo #spa2014conf #PAIC2014 http://t.co/rnHnNSX4VG",FALSE,1,NA,2014-09-20 06:01:38,FALSE,NA,"513206330132144128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EMS_Junkie",1,FALSE,FALSE,NA,NA
"RT @EMS_Junkie: Adrenaline in OOHCA- Alicia Armstrong- SCUPA #spa2014conf #PAIC2014 http://t.co/kdOStdCeoo",FALSE,0,NA,2014-09-20 06:01:38,FALSE,NA,"513206328441843713",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mickhels",4,TRUE,FALSE,NA,NA
"RT @Buck_Reed: Beeson: hospitals catering to paramedics to encourage transports...massage chairs...honestly #PAIC2014",FALSE,0,NA,2014-09-20 06:01:32,FALSE,NA,"513206305603862529",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mickhels",2,TRUE,FALSE,NA,NA
"Big pack up starting for the exhibitors at #PAIC2014  thank you all so much for your support of the paramedic profession",FALSE,2,NA,2014-09-20 06:01:22,FALSE,NA,"513206262729682945",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mickhels",4,FALSE,FALSE,NA,NA
"Beeson: new alignments required for unscheduled care. Incentives needed for alternate pathways. #PAIC2014",FALSE,1,NA,2014-09-20 06:01:15,FALSE,NA,"513206233436680192",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Buck_Reed",1,FALSE,FALSE,NA,NA
"The future: Outcomes will matter more than processes. #PAIC2014 Amen! (ME) http://t.co/GIBQsrDy7B",FALSE,2,NA,2014-09-20 06:01:12,FALSE,NA,"513206220283715584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","paramedickiwi",4,FALSE,FALSE,"153.4283681","-28.0322521"
"RT @johnboy237: Massage chairs and ice cream bars to attract EMS to hospital in US - funny but  turn around times are long #PAIC2014",FALSE,0,NA,2014-09-20 06:01:01,FALSE,NA,"513206172174667776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","paramedic_al",2,TRUE,FALSE,NA,NA
"RT @Buck_Reed: Beeson: hospitals catering to paramedics to encourage transports...massage chairs...honestly #PAIC2014",FALSE,0,NA,2014-09-20 06:00:55,FALSE,NA,"513206149437341696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","paramedic_al",2,TRUE,FALSE,NA,NA
"RT @paramedickiwi: If right incentives arent there, we just take pple in the most expensive taxis to where may not need to be #PAIC2014 htt…",FALSE,0,NA,2014-09-20 06:00:50,FALSE,NA,"513206127656321024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","paramedic_al",7,TRUE,FALSE,NA,NA
"Hyperkalemia POSTER. #spa2014conf #PAIC2014 http://t.co/BAIzl01TBf",FALSE,2,NA,2014-09-20 06:00:47,FALSE,NA,"513206114427473920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EMS_Junkie",2,FALSE,FALSE,NA,NA
"Massage chairs and ice cream bars to attract EMS to hospital in US - funny but  turn around times are long #PAIC2014",FALSE,2,NA,2014-09-20 06:00:39,FALSE,NA,"513206080935964674",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","johnboy237",2,FALSE,FALSE,NA,NA
"RT @EMS_Junkie: Poster by @david_still on using phones &amp; @GoodSamApp #spa2014conf #PAIC2014 http://t.co/RQQxHbouEs",FALSE,0,NA,2014-09-20 06:00:35,FALSE,NA,"513206063630258178",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ZadieRescueGirl",11,TRUE,FALSE,NA,NA
"RT @Buck_Reed: Beeson: Paramedics do a lot to patients. What do we do FOR patients? #PAIC2014",FALSE,0,NA,2014-09-20 06:00:26,FALSE,NA,"513206025579556864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","paramedic_al",2,TRUE,FALSE,NA,NA
"Adrenaline in OOHCA- Alicia Armstrong- SCUPA #spa2014conf #PAIC2014 http://t.co/kdOStdCeoo",FALSE,1,NA,2014-09-20 06:00:15,FALSE,NA,"513205982134943744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EMS_Junkie",4,FALSE,FALSE,NA,NA
"Beeson: hospitals catering to paramedics to encourage transports...massage chairs...honestly #PAIC2014",FALSE,2,NA,2014-09-20 05:59:54,FALSE,NA,"513205893886783488",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Buck_Reed",2,FALSE,FALSE,NA,NA
"RT @EMS_Junkie: #Prehospital adrenaline for OOHCA #spa2014conf #PAIC2014  Rachel cluck from UQ http://t.co/UACwmNMxhW",FALSE,0,NA,2014-09-20 05:59:47,FALSE,NA,"513205861821337600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mickhels",2,TRUE,FALSE,NA,NA
"If right incentives arent there, we just take pple in the most expensive taxis to where may not need to be #PAIC2014 http://t.co/kr7v9fYJaU",FALSE,2,NA,2014-09-20 05:59:44,FALSE,NA,"513205852098924544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","paramedickiwi",7,FALSE,FALSE,"153.4283849","-28.0322912"
"RT @EMS_Junkie: Poster by @david_still on using phones &amp; @GoodSamApp #spa2014conf #PAIC2014 http://t.co/RQQxHbouEs",FALSE,0,NA,2014-09-20 05:59:40,FALSE,NA,"513205835078438912",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","NSWPACHAIR",11,TRUE,FALSE,NA,NA
"RT @EMS_Junkie: Socioeconomic status &amp; effect on childbirth @SPAbird poster. Sarah lightlowler- QUT #spa2014conf #PAIC2014 http://t.co/bq4G…",FALSE,0,NA,2014-09-20 05:59:38,FALSE,NA,"513205824542359553",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","NSWPACHAIR",4,TRUE,FALSE,NA,NA
"RT @EMS_Junkie: Socioeconomic status &amp; effect on childbirth @SPAbird poster. Sarah lightlowler- QUT #spa2014conf #PAIC2014 http://t.co/bq4G…",FALSE,0,NA,2014-09-20 05:59:35,FALSE,NA,"513205814807375874",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","SPAbird",4,TRUE,FALSE,NA,NA
"Do like this cartoon ������#PAIC2014 http://t.co/rZmi7Q0D8l",FALSE,1,NA,2014-09-20 05:59:34,FALSE,NA,"513205810202021888",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","Mbpelf5",0,FALSE,FALSE,NA,NA
"#Prehospital adrenaline for OOHCA #spa2014conf #PAIC2014  Rachel cluck from UQ http://t.co/UACwmNMxhW",FALSE,1,NA,2014-09-20 05:59:23,FALSE,NA,"513205763494260739",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EMS_Junkie",2,FALSE,FALSE,NA,NA
"Tomorrow reality of ambulance/ems #jeffbeeson #PAIC2014 @ParaAustSA http://t.co/kiQkwm4ogb",FALSE,1,NA,2014-09-20 05:59:19,FALSE,NA,"513205748059226114",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","paramedic_al",0,FALSE,FALSE,NA,NA
"RT @EMS_Junkie: Socioeconomic status &amp; effect on childbirth @SPAbird poster. Sarah lightlowler- QUT #spa2014conf #PAIC2014 http://t.co/bq4G…",FALSE,0,NA,2014-09-20 05:59:17,FALSE,NA,"513205736998846464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mickhels",4,TRUE,FALSE,NA,NA
"RT @EMS_Junkie: Poster by @david_still on using phones &amp; @GoodSamApp #spa2014conf #PAIC2014 http://t.co/RQQxHbouEs",FALSE,0,NA,2014-09-20 05:58:48,FALSE,NA,"513205616332918785",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mickhels",11,TRUE,FALSE,NA,NA
"RT @EMS_Junkie: Poster by @david_still on using phones &amp; @GoodSamApp #spa2014conf #PAIC2014 http://t.co/RQQxHbouEs",FALSE,0,NA,2014-09-20 05:58:43,FALSE,NA,"513205595835359232",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CPR_UL",11,TRUE,FALSE,NA,NA
"Socioeconomic status &amp; effect on childbirth @SPAbird poster. Sarah lightlowler- QUT #spa2014conf #PAIC2014 http://t.co/bq4Gf1r0dn",FALSE,3,NA,2014-09-20 05:58:38,FALSE,NA,"513205575820124160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EMS_Junkie",4,FALSE,FALSE,NA,NA
"RT @Buck_Reed: Beeson: Paramedics do a lot to patients. What do we do FOR patients? #PAIC2014",FALSE,0,NA,2014-09-20 05:58:02,FALSE,NA,"513205423826931712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mickhels",2,TRUE,FALSE,NA,NA
"@RhondaWilsonMHN @EmckenzieEmma @ShannonNott rural context is unique. We need to understand culture and context to be effective #PAIC2014",FALSE,4,"RhondaWilsonMHN",2014-09-20 05:57:57,FALSE,"513201887512760320","513205402951892993","35621956","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Buck_Reed",0,FALSE,FALSE,NA,NA
"RT @CritcareJNR: Hospitals are turning into hotels - hiring experience experts from Disneyland #PAIC2014",FALSE,0,NA,2014-09-20 05:57:50,FALSE,NA,"513205375051378688",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CPR_UL",1,TRUE,FALSE,NA,NA
"Poster by @david_still on using phones &amp; @GoodSamApp #spa2014conf #PAIC2014 http://t.co/RQQxHbouEs",FALSE,8,NA,2014-09-20 05:57:46,FALSE,NA,"513205354935496704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EMS_Junkie",11,FALSE,FALSE,NA,NA
"“@Buck_Reed: Bees on: How do you add value as an emergency paramedic? #PAIC2014”",FALSE,0,NA,2014-09-20 05:57:44,FALSE,NA,"513205349260595201",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mickhels",0,FALSE,FALSE,NA,NA
"RT @Buck_Reed: Beeson: How do you add value as an emergency paramedic? #PAIC2014",FALSE,0,NA,2014-09-20 05:57:40,FALSE,NA,"513205332965732352",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","NSWPACHAIR",2,TRUE,FALSE,NA,NA
"Have to work smarter &amp; work like a business. How do paramedics do more FOR our pts, not just TO our pts? All about the outcomes #PAIC2014",FALSE,1,NA,2014-09-20 05:57:39,FALSE,NA,"513205327051780097",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","paramedickiwi",3,FALSE,FALSE,NA,NA
"We do stuff TO our patients but what are we doing FOR our patients? #PAIC2014",FALSE,2,NA,2014-09-20 05:57:37,FALSE,NA,"513205319908868096",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CPR_UL",3,FALSE,FALSE,"153.42829376","-28.03237593"
"The PA NSW Chapter congratulates member Matthew Simpson for being awarded a $1000 scholarship to attend #PAIC2014 http://t.co/huaZ2kMCKa",FALSE,1,NA,2014-09-20 05:57:35,FALSE,NA,"513205311151161344",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","NSWPACHAIR",2,FALSE,FALSE,NA,NA
"RT @paramedickiwi: Where is Government healthcare going? Is the problem being shifted to us? #PAIC2014 http://t.co/zb0ltrtUsf",FALSE,0,NA,2014-09-20 05:57:27,FALSE,NA,"513205277932281856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mickhels",4,TRUE,FALSE,NA,NA
"RT @johnboy237: @paramedic_al yes that sort of thing! Same all over the 1st world it seems #PAIC2014",FALSE,0,NA,2014-09-20 05:57:25,FALSE,NA,"513205268528656384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mickhels",2,TRUE,FALSE,NA,NA
"RT @Buck_Reed: Beeson: How do you add value as an emergency paramedic? #PAIC2014",FALSE,0,NA,2014-09-20 05:57:24,FALSE,NA,"513205264544063488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","johnboy237",2,TRUE,FALSE,NA,NA
